NCESSCH,ga_full_id,SCHOOL_YEAR,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,System_School_ID,FAC_SCHTYPE,GRADE_RANGE,LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,CD,SLDL,SLDU,SCHOOLYEAR
130006000010,601-103,2024.0,601.0,Appling County,103.0,Appling County High School,601-103,H,09-12,1300060,Appling County High School,13,482 Blackshear Hwy,Baxley,GA,31513,13,13001,Appling County,33,31.7579,-82.3548,N,N,0,N,N,1301,13178,13019,2023-2024
130348002411,695-101,2024.0,695.0,Madison County,101.0,Hull-Sanford Elementary School,695-101,E,KK-05,1303480,Hull-Sanford Elementary School,13,9193 Fortson Store Rd,Hull,GA,30646,13,13195,Madison County,41,34.0409,-83.3198,12020,"Athens-Clarke County, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1310,13123,13047,2023-2024
130342001319,693-1050,2024.0,693.0,Lumpkin County,1050.0,Lumpkin County Middle School,693-1050,M,06-08,1303420,Lumpkin County Middle School,13,152 School Dr,Dahlonega,GA,30533,13,13187,Lumpkin County,32,34.5423,-83.9905,12060,"Atlanta-Sandy Springs-Roswell, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1309,13009,13051,2023-2024
130342002139,693-191,2024.0,693.0,Lumpkin County,191.0,Long Branch Elementary School,693-191,E,KK-05,1303420,Long Branch Elementary School,13,4518 Highway 52 E,Dahlonega,GA,30533,13,13187,Lumpkin County,41,34.5227,-83.9188,12060,"Atlanta-Sandy Springs-Roswell, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1309,13009,13051,2023-2024
130342001321,693-2050,2024.0,693.0,Lumpkin County,2050.0,Cottrell Elementary School,693-2050,E,PK-05,1303420,Cottrell Elementary School,13,220 Pine Tree Way,Dahlonega,GA,30533,13,13187,Lumpkin County,41,34.531374,-83.971206,12060,"Atlanta-Sandy Springs-Roswell, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1309,13009,13051,2023-2024
130345002218,694-198,2024.0,694.0,Macon County,198.0,Macon County Elementary School,694-198,E,PK-05,1303450,Macon County Elementary School,13,400 Ga Highway 128,Oglethorpe,GA,31068,13,13193,Macon County,42,32.288437,-84.073657,N,N,0,N,N,1302,13150,13015,2023-2024
130345001329,694-199,2024.0,694.0,Macon County,199.0,Macon County Middle School,694-199,M,06-08,1303450,Macon County Middle School,13,615 Vienna Rd,Montezuma,GA,31063,13,13193,Macon County,42,32.290748,-84.018267,N,N,0,N,N,1302,13150,13015,2023-2024
130345001322,694-2060,2024.0,694.0,Macon County,2060.0,Macon County High School,694-2060,H,09-12,1303450,Macon County High School,13,615 Vienna Rd,Montezuma,GA,31063,13,13193,Macon County,42,32.291942,-84.018801,N,N,0,N,N,1302,13150,13015,2023-2024
130348001335,695-195,2024.0,695.0,Madison County,195.0,Danielsville Elementary School,695-195,E,PK-05,1303480,Danielsville Elementary School,13,900 Madison St,Danielsville,GA,30633,13,13195,Madison County,42,34.118,-83.2075,12020,"Athens-Clarke County, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1310,13123,13047,2023-2024
130339001311,692-4050,2024.0,692.0,Lowndes County,4050.0,Lake Park Elementary School,692-4050,E,PK-05,1303390,Lake Park Elementary School,13,604 W Marion Ave,Lake Park,GA,31636,13,13185,Lowndes County,42,30.6871,-83.1855,46660,"Valdosta, GA",1,N,N,1308,13174,13008,2023-2024
130348001330,695-1050,2024.0,695.0,Madison County,1050.0,Colbert Elementary School,695-1050,E,KK-05,1303480,Colbert Elementary School,13,255 Colbert School Rd,Colbert,GA,30628,13,13195,Madison County,41,34.0392,-83.2281,12020,"Athens-Clarke County, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1310,13123,13047,2023-2024
130348001332,695-1052,2024.0,695.0,Madison County,1052.0,Madison County Middle School,695-1052,M,06-08,1303480,Madison County Middle School,13,3215 Highway 172,Comer,GA,30629,13,13195,Madison County,42,34.08859,-83.15722,12020,"Athens-Clarke County, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1310,13123,13047,2023-2024
130348001331,695-2050,2024.0,695.0,Madison County,2050.0,Comer Elementary School,695-2050,E,KK-05,1303480,Comer Elementary School,13,565 Gholston St,Comer,GA,30629,13,13195,Madison County,42,34.0705,-83.1303,12020,"Athens-Clarke County, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1310,13123,13047,2023-2024
130348001334,695-4050,2024.0,695.0,Madison County,4050.0,Ila Elementary School,695-4050,E,KK-05,1303480,Ila Elementary School,13,150 Sewell Mill Rd,Danielsville,GA,30633,13,13195,Madison County,42,34.1755,-83.2934,12020,"Athens-Clarke County, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1310,13033,13047,2023-2024
130348001333,695-5050,2024.0,695.0,Madison County,5050.0,Madison County High School,695-5050,H,09-12,1303480,Madison County High School,13,600 Madison St,Danielsville,GA,30633,13,13195,Madison County,42,34.1184,-83.2123,12020,"Athens-Clarke County, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1310,13123,13047,2023-2024
130354002219,696-197,2024.0,696.0,Marion County,197.0,L. K. Moss Elementary School,696-197,E,PK-05,1303540,L. K. Moss Elementary School,13,1707 Pineville Rd,Buena Vista,GA,31803,13,13197,Marion County,42,32.287479,-84.535767,17980,"Columbus, GA-AL",1,194,"Columbus-Auburn-Opelika, GA-AL",1302,13151,13015,2023-2024
130342002505,693-101,2024.0,693.0,Lumpkin County,101.0,Lumpkin County High School,693-101,H,09-12,1303420,Lumpkin County High School,13,2001 Indian Dr,Dahlonega,GA,30533,13,13187,Lumpkin County,41,34.5549,-84.0017,12060,"Atlanta-Sandy Springs-Roswell, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1309,13009,13051,2023-2024
130339001310,692-5050,2024.0,692.0,Lowndes County,5050.0,Lowndes High School,692-5050,H,09-12,1303390,Lowndes High School,13,1606 Norman Dr,Valdosta,GA,31601,13,13185,Lowndes County,13,30.838382,-83.326428,46660,"Valdosta, GA",1,N,N,1308,13177,13008,2023-2024
130294002924,678-104,2024.0,678.0,Jackson County,104.0,East Jackson Elementary School,678-104,E,PK-05,1302940,East Jackson Elementary School,13,1531 Hoods Mill Rd,Commerce,GA,30529,13,13157,Jackson County,42,34.1459,-83.4676,27600,"Jefferson, GA",2,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1310,13120,13047,2023-2024
130339002410,692-100,2024.0,692.0,Lowndes County,100.0,Dewar Elementary ,692-100,E,PK-05,1303390,Dewar Elementary,13,3539 Mount Zion Church Rd,Valdosta,GA,31605,13,13185,Lowndes County,13,30.8895,-83.2637,46660,"Valdosta, GA",1,N,N,1308,13177,13008,2023-2024
130333002408,690-110,2024.0,690.0,Lincoln County,110.0,Lincoln County High School,690-110,H,09-12,1303330,Lincoln County High School,13,200 Charles Ward Elam Dr,Lincolnton,GA,30817,13,13181,Lincoln County,42,33.791023,-82.489556,12260,"Augusta-Richmond County, GA-SC",1,N,N,1312,13123,13024,2023-2024
130333001308,690-176,2024.0,690.0,Lincoln County,176.0,Lincoln County Elementary School,690-176,E,PK-05,1303330,Lincoln County Elementary School,13,175 Rowland York Dr,Lincolnton,GA,30817,13,13181,Lincoln County,42,33.796652,-82.49178,12260,"Augusta-Richmond County, GA-SC",1,N,N,1312,13123,13024,2023-2024
130336002409,691-100,2024.0,691.0,Long County,100.0,Smiley Elementary School,691-100,E,PK-02,1303360,Smiley Elementary School,13,1530 Ga Highway 57,Ludowici,GA,31316,13,13183,Long County,42,31.694648,-81.730488,25980,"Hinesville, GA",1,496,"Savannah-Hinesville-Statesboro, GA",1301,13167,13019,2023-2024
130336001371,691-205,2024.0,691.0,Long County,205.0,Long County High School,691-205,H,09-12,1303360,Long County High School,13,1844 Ga Highway 57,Ludowici,GA,31316,13,13183,Long County,42,31.690533,-81.729098,25980,"Hinesville, GA",1,496,"Savannah-Hinesville-Statesboro, GA",1301,13167,13019,2023-2024
130336004120,691-288,2024.0,691.0,Long County,288.0,Long County Middle School,691-288,M,06-08,1303360,Long County Middle School,13,2001 US Highway 84 E,Ludowici,GA,31316,13,13183,Long County,41,31.733294,-81.722094,25980,"Hinesville, GA",1,496,"Savannah-Hinesville-Statesboro, GA",1301,13167,13019,2023-2024
130336004323,691-289,2024.0,691.0,Long County,289.0,McClelland Elementary School,691-289,E,03-05,1303360,McClelland Elementary School,13,2015 US Highway 84 E,Ludowici,GA,31316,13,13183,Long County,41,31.732754,-81.721464,25980,"Hinesville, GA",1,496,"Savannah-Hinesville-Statesboro, GA",1301,13167,13019,2023-2024
130339003788,692-111,2024.0,692.0,Lowndes County,111.0,Westside Elementary School,692-111,E,PK-05,1303390,Westside Elementary School,13,2470 James Rd,Valdosta,GA,31601,13,13185,Lowndes County,41,30.82117,-83.332051,46660,"Valdosta, GA",1,N,N,1308,13177,13008,2023-2024
130339001315,692-1052,2024.0,692.0,Lowndes County,1052.0,Lowndes Middle School,692-1052,M,06-08,1303390,Lowndes Middle School,13,2379 Copeland Rd,Valdosta,GA,31601,13,13185,Lowndes County,41,30.7914,-83.2621,46660,"Valdosta, GA",1,N,N,1308,13177,13008,2023-2024
130339003904,692-112,2024.0,692.0,Lowndes County,112.0,Pine Grove Middle School,692-112,M,06-08,1303390,Pine Grove Middle School,13,4159 River Rd,Valdosta,GA,31605,13,13185,Lowndes County,41,30.9557,-83.2596,46660,"Valdosta, GA",1,N,N,1308,13176,13008,2023-2024
130339001317,692-211,2024.0,692.0,Lowndes County,211.0,Pine Grove Elementary School,692-211,E,PK-05,1303390,Pine Grove Elementary School,13,4175 River Rd,Valdosta,GA,31605,13,13185,Lowndes County,41,30.9554,-83.2602,46660,"Valdosta, GA",1,N,N,1308,13176,13008,2023-2024
130339001010,692-194,2024.0,692.0,Lowndes County,194.0,Moulton-Branch Elementary School,692-194,E,PK-05,1303390,Moulton-Branch Elementary School,13,5725 Inner Perimeter Rd,Valdosta,GA,31601,13,13185,Lowndes County,41,30.816612,-83.229948,46660,"Valdosta, GA",1,N,N,1308,13174,13008,2023-2024
130339001314,692-195,2024.0,692.0,Lowndes County,195.0,Hahira Elementary School,692-195,E,PK-05,1303390,Hahira Elementary School,13,350 Claudia Dr,Hahira,GA,31632,13,13185,Lowndes County,41,30.9888,-83.3575,46660,"Valdosta, GA",1,N,N,1308,13175,13008,2023-2024
130339001313,692-3050,2024.0,692.0,Lowndes County,3050.0,Hahira Middle School,692-3050,M,06-08,1303390,Hahira Middle School,13,101 S Nelson St,Hahira,GA,31632,13,13185,Lowndes County,41,30.9911,-83.3669,46660,"Valdosta, GA",1,N,N,1308,13175,13008,2023-2024
130339001316,692-1050,2024.0,692.0,Lowndes County,1050.0,Clyattville Elementary School,692-1050,E,PK-05,1303390,Clyattville Elementary School,13,5386 Madison Hwy,Valdosta,GA,31601,13,13185,Lowndes County,42,30.6876,-83.3171,46660,"Valdosta, GA",1,N,N,1308,13175,13008,2023-2024
130354001346,696-275,2024.0,696.0,Marion County,275.0,Marion County Middle/High School,696-275,H,06-12,1303540,Marion County Middle/High School,13,1 Eagle Dr,Buena Vista,GA,31803,13,13197,Marion County,42,32.362784,-84.536294,17980,"Columbus, GA-AL",1,194,"Columbus-Auburn-Opelika, GA-AL",1302,13151,13015,2023-2024
130357003737,697-112,2024.0,697.0,McDuffie County,112.0,Thomson-McDuffie Middle School,697-112,M,06-08,1303570,Thomson-McDuffie Middle School,13,1191 White Oak Rd,Thomson,GA,30824,13,13189,McDuffie County,32,33.476576,-82.477066,12260,"Augusta-Richmond County, GA-SC",1,N,N,1312,13128,13023,2023-2024
130357002183,697-192,2024.0,697.0,McDuffie County,192.0,Thomson High School,697-192,H,09-12,1303570,Thomson High School,13,1160 White Oak Rd,Thomson,GA,30824,13,13189,McDuffie County,32,33.4737,-82.4753,12260,"Augusta-Richmond County, GA-SC",1,N,N,1312,13128,13023,2023-2024
130375002417,703-101,2024.0,703.0,Montgomery County,101.0,Montgomery County Middle School,703-101,M,06-08,1303750,Montgomery County Middle School,13,100 Faye D Brewer Street,Mount Vernon,GA,30445,13,13209,Montgomery County,42,32.18244,-82.582295,47080,"Vidalia, GA",2,N,N,1312,13156,13019,2023-2024
130369002220,701-198,2024.0,701.0,Mitchell County,198.0,Mitchell County Primary School,701-198,E,PK-02,1303690,Mitchell County Primary School,13,50 Griffin Rd,Camilla,GA,31730,13,13205,Mitchell County,32,31.239518,-84.233929,N,N,0,N,N,1302,13171,13012,2023-2024
130369001912,701-282,2024.0,701.0,Mitchell County,282.0,Mitchell County High School,701-282,H,09-12,1303690,Mitchell County High School,13,1000 Newton Rd,Camilla,GA,31730,13,13205,Mitchell County,32,31.243812,-84.239515,N,N,0,N,N,1302,13171,13012,2023-2024
130372003430,702-105,2024.0,702.0,Monroe County,105.0,T.G. Scott Elementary School,702-105,E,PK-05,1303720,T.G. Scott Elementary School,13,70 Thornton Rd,Forsyth,GA,31029,13,13207,Monroe County,41,33.0101,-83.92,31420,"Macon-Bibb County, GA",1,356,"Macon-Bibb County--Warner Robins, GA",1308,13144,13018,2023-2024
130372003839,702-111,2024.0,702.0,Monroe County,111.0,Katherine B. Sutton Elementary School,702-111,E,PK-05,1303720,Katherine B. Sutton Elementary School,13,1315 Ga Highway 83 N,Forsyth,GA,31029,13,13207,Monroe County,41,33.0623,-83.919551,31420,"Macon-Bibb County, GA",1,356,"Macon-Bibb County--Warner Robins, GA",1308,13134,13018,2023-2024
130372001373,702-184,2024.0,702.0,Monroe County,184.0,Mary Persons High School,702-184,H,09-12,1303720,Mary Persons High School,13,310 Montpelier Ave,Forsyth,GA,31029,13,13207,Monroe County,41,33.0273,-83.9327,31420,"Macon-Bibb County, GA",1,356,"Macon-Bibb County--Warner Robins, GA",1308,13144,13018,2023-2024
130372001374,702-205,2024.0,702.0,Monroe County,205.0,Samuel E. Hubbard Elementary School,702-205,E,PK-05,1303720,Samuel E. Hubbard Elementary School,13,558 Ga Highway 83 S,Forsyth,GA,31029,13,13207,Monroe County,32,33.0223,-83.9562,31420,"Macon-Bibb County, GA",1,356,"Macon-Bibb County--Warner Robins, GA",1308,13144,13018,2023-2024
130375002418,703-201,2024.0,703.0,Montgomery County,201.0,Montgomery County High School,703-201,H,09-12,1303750,Montgomery County High School,13,100 Faye D Brewer Street,Mount Vernon,GA,30445,13,13209,Montgomery County,42,32.18244,-82.582295,47080,"Vidalia, GA",2,N,N,1312,13156,13019,2023-2024
130357001353,697-4050,2024.0,697.0,McDuffie County,4050.0,Thomson Elementary School,697-4050,E,02-03,1303570,Thomson Elementary School,13,409 Guill St,Thomson,GA,30824,13,13189,McDuffie County,32,33.4595,-82.5038,12260,"Augusta-Richmond County, GA-SC",1,N,N,1312,13128,13023,2023-2024
130375003432,703-107,2024.0,703.0,Montgomery County,107.0,Montgomery County Elementary School,703-107,E,PK-05,1303750,Montgomery County Elementary School,13,900 Martin Luther King Dr,Ailey,GA,30410,13,13209,Montgomery County,42,32.193625,-82.579728,47080,"Vidalia, GA",2,N,N,1312,13156,13019,2023-2024
130378002141,704-191,2024.0,704.0,Morgan County,191.0,Morgan County Elementary School,704-191,E,03-05,1303780,Morgan County Elementary School,13,1640 Old Buckhead Rd,Madison,GA,30650,13,13211,Morgan County,32,33.5944,-83.4467,12060,"Atlanta-Sandy Springs-Roswell, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1310,13114,13017,2023-2024
130378001378,704-1050,2024.0,704.0,Morgan County,1050.0,Morgan County High School,704-1050,H,09-12,1303780,Morgan County High School,13,1231 College Dr,Madison,GA,30650,13,13211,Morgan County,32,33.599542,-83.449301,12060,"Atlanta-Sandy Springs-Roswell, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1310,13114,13017,2023-2024
130378001380,704-3050,2024.0,704.0,Morgan County,3050.0,Morgan County Primary School,704-3050,E,PK-02,1303780,Morgan County Primary School,13,993 East Ave,Madison,GA,30650,13,13211,Morgan County,32,33.596,-83.4553,12060,"Atlanta-Sandy Springs-Roswell, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1310,13114,13017,2023-2024
130378001379,704-5050,2024.0,704.0,Morgan County,5050.0,Morgan County Middle School,704-5050,M,06-08,1303780,Morgan County Middle School,13,1201 College Drive,Madison,GA,30650,13,13211,Morgan County,32,33.597603,-83.450972,12060,"Atlanta-Sandy Springs-Roswell, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1310,13114,13017,2023-2024
130384003434,705-104,2024.0,705.0,Murray County,104.0,Woodlawn Elementary School,705-104,E,PK-06,1303840,Woodlawn Elementary School,13,4580 Highway 225 N,Chatsworth,GA,30705,13,13213,Murray County,41,34.8229,-84.8106,19140,"Dalton, GA",1,174,"Chattanooga-Cleveland-Dalton, TN-GA-AL",1314,13006,13054,2023-2024
130369001744,701-197,2024.0,701.0,Mitchell County,197.0,Mitchell County Middle School,701-197,M,06-08,1303690,Mitchell County Middle School,13,55 Griffin Rd,Camilla,GA,31730,13,13205,Mitchell County,32,31.240276,-84.237065,N,N,0,N,N,1302,13171,13012,2023-2024
130369003832,701-111,2024.0,701.0,Mitchell County,111.0,Mitchell County Elementary School,701-111,E,03-05,1303690,Mitchell County Elementary School,13,15815 Ga Highway 93,Baconton,GA,31716,13,13205,Mitchell County,42,31.378276,-84.139555,N,N,0,N,N,1302,13171,13012,2023-2024
130366002414,700-310,2024.0,700.0,Miller County,310.0,Miller County Middle School,700-310,M,06-08,1303660,Miller County Middle School,13,996 Phillipsburg Rd,Colquitt,GA,39837,13,13201,Miller County,43,31.191268,-84.712842,N,N,0,N,N,1302,13154,13012,2023-2024
130366002415,700-210,2024.0,700.0,Miller County,210.0,Miller County High School,700-210,H,09-12,1303660,Miller County High School,13,996 Phillipsburg Rd,Colquitt,GA,39837,13,13201,Miller County,43,31.191268,-84.712842,N,N,0,N,N,1302,13154,13012,2023-2024
130366001368,700-110,2024.0,700.0,Miller County,110.0,Miller County Elementary School,700-110,E,PK-05,1303660,Miller County Elementary School,13,996 Phillipsburg Rd,Colquitt,GA,39837,13,13201,Miller County,43,31.191268,-84.712842,N,N,0,N,N,1302,13154,13012,2023-2024
130363001361,699-5050,2024.0,699.0,Meriwether County,5050.0,Manchester Middle School,699-5050,M,06-08,1303630,Manchester Middle School,13,231 W Perry St,Manchester,GA,31816,13,13199,Meriwether County,42,32.859156,-84.615269,12060,"Atlanta-Sandy Springs-Roswell, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1303,13137,13029,2023-2024
130363001362,699-4050,2024.0,699.0,Meriwether County,4050.0,Manchester High School,699-4050,H,09-12,1303630,Manchester High School,13,405 N 5th Ave,Manchester,GA,31816,13,13199,Meriwether County,42,32.8591,-84.6191,12060,"Atlanta-Sandy Springs-Roswell, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1303,13137,13029,2023-2024
130363004238,699-401,2024.0,699.0,Meriwether County,401.0,Greenville Middle School,699-401,M,06-08,1303630,Greenville Middle School,13,17656 Roosevelt Hwy,Greenville,GA,30222,13,13199,Meriwether County,42,33.048136,-84.709319,12060,"Atlanta-Sandy Springs-Roswell, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1303,13136,13029,2023-2024
130363001364,699-300,2024.0,699.0,Meriwether County,300.0,Greenville High School,699-300,H,09-12,1303630,Greenville High School,13,17656 Roosevelt Hwy,Greenville,GA,30222,13,13199,Meriwether County,42,33.048136,-84.709319,12060,"Atlanta-Sandy Springs-Roswell, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1303,13136,13029,2023-2024
130363002335,699-200,2024.0,699.0,Meriwether County,200.0,Mountain View Elementary School,699-200,E,PK-05,1303630,Mountain View Elementary School,13,2600 Judson Bulloch Rd,Manchester,GA,31816,13,13199,Meriwether County,42,32.8822,-84.6469,12060,"Atlanta-Sandy Springs-Roswell, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1303,13137,13029,2023-2024
130363002334,699-100,2024.0,699.0,Meriwether County,100.0,Unity Elementary School (PK-5),699-100,E,PK-05,1303630,Unity Elementary School (PK-5),13,172 N Main St,Luthersville,GA,30251,13,13199,Meriwether County,41,33.2218,-84.749,12060,"Atlanta-Sandy Springs-Roswell, GA",1,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",1303,13136,13029,2023-2024
130360001356,698-205,2024.0,698.0,McIntosh County,205.0,Todd Grant Elementary School,698-205,E,PK-05,1303600,Todd Grant Elementary School,13,1102 Ca Devillars Rd,Darien,GA,31305,13,13191,McIntosh County,42,31.380085,-81.435671,15260,"Brunswick-St. Simons, GA",1,N,N,1301,13167,13003,2023-2024
130360002413,698-104,2024.0,698.0,McIntosh County,104.0,McIntosh Academy,698-104,H,09-12,1303600,McIntosh Academy,13,8945 US Highway 17,Darien,GA,31305,13,13191,McIntosh County,42,31.44029,-81.43097,15260,"Brunswick-St. Simons, GA",1,N,N,1301,13167,13003,2023-2024
130360002412,698-101,2024.0,698.0,McIntosh County,101.0,McIntosh County Middle School,698-101,M,06-08,1303600,McIntosh County Middle School,13,500 Greene St,Darien,GA,31305,13,13191,McIntosh County,42,31.3682,-81.4295,15260,"Brunswick-St. Simons, GA",1,N,N,1301,13167,13003,2023-2024
130357002140,697-191,2024.0,697.0,McDuffie County,191.0,Dearing Elementary School,697-191,E,PK-05,1303570,Dearing Elementary School,13,500 Main St N,Dearing,GA,30808,13,13189,McDuffie County,42,33.4238,-82.3852,12260,"Augusta-Richmond County, GA-SC",1,N,N,1312,13125,13023,2023-2024
130357001349,697-179,2024.0,697.0,McDuffie County,179.0,Maxwell Elementary School,697-179,E,PK-01,1303570,Maxwell Elementary School,13,520 Mount Pleasant Rd,Thomson,GA,30824,13,13189,McDuffie County,41,33.4556,-82.515,12260,"Augusta-Richmond County, GA-SC",1,N,N,1312,13128,13023,2023-2024
130357000459,697-113,2024.0,697.0,McDuffie County,113.0,Norris Elementary School,697-113,E,04-05,1303570,Norris Elementary School,13,1861 Harrison Rd SE,Thomson,GA,30824,13,13189,McDuffie County,32,33.477566,-82.490642,12260,"Augusta-Richmond County, GA-SC",1,N,N,1312,13128,13023,2023-2024
130333002407,690-101,2024.0,690.0,Lincoln County,101.0,Lincoln County Middle School,690-101,M,06-08,1303330,Lincoln County Middle School,13,200 Charles Ward Elam Dr # B,Lincolnton,GA,30817,13,13181,Lincoln County,42,33.791023,-82.489556,12260,"Augusta-Richmond County, GA-SC",1,N,N,1312,13123,13024,2023-2024
130330001736,689-197,2024.0,689.0,Liberty County,197.0,Lewis Frasier Middle School,689-197,M,06-08,1303300,Lewis Frasier Middle School,13,910 Long Frasier Dr,Hinesville,GA,31313,13,13179,Liberty County,13,31.8138,-81.599,25980,"Hinesville, GA",1,496,"Savannah-Hinesville-Statesboro, GA",1301,13168,13001,2023-2024
130330001326,689-196,2024.0,689.0,Liberty County,196.0,Frank Long Elementary School,689-196,E,KK-05,1303300,Frank Long Elementary School,13,920 Long Frasier Dr,Hinesville,GA,31313,13,13179,Liberty County,13,31.8129,-81.5962,25980,"Hinesville, GA",1,496,"Savannah-Hinesville-Statesboro, GA",1301,13168,13001,2023-2024
130309001271,682-1050,2024.0,682.0,Jenkins County,1050.0,Jenkins County Elementary School,682-1050,E,PK-05,1303090,Jenkins County Elementary School,13,433 Barney Ave,Millen,GA,30442,13,13165,Jenkins County,43,32.809882,-81.943585,N,N,0,N,N,1312,13126,13023,2023-2024
130306004340,681-397,2024.0,681.0,Jefferson County,397.0,Jefferson County Middle School,681-397,M,06-08,1303060,Jefferson County Middle School,13,3232 Ga Highway 296,Stapleton,GA,30823,13,13163,Jefferson County,42,33.098045,-82.417119,N,N,0,N,N,1312,13132,13023,2023-2024
130306001263,681-1050,2024.0,681.0,Jefferson County,1050.0,Carver Elementary School,681-1050,E,PK-05,1303060,Carver Elementary School,13,104 Bedingfield St,Wadley,GA,30477,13,13163,Jefferson County,43,32.8644,-82.3994,N,N,0,N,N,1312,13132,13023,2023-2024
130306001264,681-1550,2024.0,681.0,Jefferson County,1550.0,Louisville Academy School,681-1550,E,PK-05,1303060,Louisville Academy School,13,425 W 9th St,Louisville,GA,30434,13,13163,Jefferson County,43,33.008496,-82.409225,N,N,0,N,N,1312,13132,13023,2023-2024
130306001267,681-3550,2024.0,681.0,Jefferson County,3550.0,Wrens Elementary School,681-3550,E,PK-05,1303060,Wrens Elementary School,13,1711 Ga Highway 17 N,Wrens,GA,30833,13,13163,Jefferson County,42,33.213344,-82.396469,N,N,0,N,N,1312,13132,13023,2023-2024
130309002398,682-101,2024.0,682.0,Jenkins County,101.0,Jenkins County Middle School,682-101,M,06-08,1303090,Jenkins County Middle School,13,433 Barney Ave,Millen,GA,30442,13,13165,Jenkins County,43,32.809882,-81.943585,N,N,0,N,N,1312,13126,13023,2023-2024
130309001270,682-201,2024.0,682.0,Jenkins County,201.0,Jenkins County High School,682-201,H,09-12,1303090,Jenkins County High School,13,433 Barney Ave,Millen,GA,30442,13,13165,Jenkins County,43,32.809882,-81.943585,N,N,0,N,N,1312,13126,13023,2023-2024
130312002400,683-101,2024.0,683.0,Johnson County,101.0,Johnson County Middle School,683-101,M,06-08,1303120,Johnson County Middle School,13,150 Herschel Walker Dr,Wrightsville,GA,31096,13,13167,Johnson County,43,32.724885,-82.728513,20140,"Dublin, GA",2,N,N,1312,13155,13026,2023-2024
130315001279,684-192,2024.0,684.0,Jones County,192.0,Jones County High School,684-192,H,09-12,1303150,Jones County High School,13,339 Railroad St,Gray,GA,31032,13,13169,Jones County,42,32.9927,-83.5307,31420,"Macon-Bibb County, GA",1,356,"Macon-Bibb County--Warner Robins, GA",1308,13133,13025,2023-2024
130312001697,683-197,2024.0,683.0,Johnson County,197.0,Johnson County Elementary School,683-197,E,PK-05,1303120,Johnson County Elementary School,13,2160 W Elm St,Wrightsville,GA,31096,13,13167,Johnson County,43,32.7269,-82.7328,20140,"Dublin, GA",2,N,N,1312,13155,13026,2023-2024
130312000055,683-201,2024.0,683.0,Johnson County,201.0,Johnson County High School ,683-201,H,09-12,1303120,Johnson County High School,13,150 Herschel Walker Dr,Wrightsville,GA,31096,13,13167,Johnson County,43,32.724885,-82.728513,20140,"Dublin, GA",2,N,N,1312,13155,13026,2023-2024
130315002502,684-101,2024.0,684.0,Jones County,101.0,Clifton Ridge Middle School,684-101,M,06-08,1303150,Clifton Ridge Middle School,13,169 Dusty Ln,Macon,GA,31211,13,13169,Jones County,22,32.880585,-83.581843,31420,"Macon-Bibb County, GA",1,356,"Macon-Bibb County--Warner Robins, GA",1308,13133,13025,2023-2024
130315002503,684-102,2024.0,684.0,Jones County,102.0,Mattie Wells Elementary School,684-102,E,PK-05,1303150,Mattie Wells Elementary School,13,101 Mattie Wells Dr,Macon,GA,31217,13,13169,Jones County,41,32.8895,-83.5338,31420,"Macon-Bibb County, GA",1,356,"Macon-Bibb County--Warner Robins, GA",1308,13133,13025,2023-2024
130315003424,684-106,2024.0,684.0,Jones County,106.0,Gray Station Middle School,684-106,M,06-08,1303150,Gray Station Middle School,13,324 Ga Highway 18 E,Gray,GA,31032,13,13169,Jones County,42,32.9946,-83.5268,31420,"Macon-Bibb County, GA",1,356,"Macon-Bibb County--Warner Robins, GA",1308,13133,13025,2023-2024
